voyageid,voyagerank,voyagename,port,sailingfrom,ground,yearout,dayout,yearin,dayin,returncode,agentid,agent,bone,sperm,oil,customsdistrict,logbookexists,aowllink,crewlistlink,source,masterid,master,fate,birth,birthlocation,death,deathlocation,wife,wifetosea,vitalrecordssource,lateroccupation,vesselid,vessel,rig,tonnage,builtplace,builtdate,end,denniswood,logbookscan,voyagecode,boatcode,max_distance,years,price_sperm,price_sperm_real,price_oil,price_oil_real,price_bone,price_bone_real,lost,lost_total,_merge2,product,product_nom,tonn_avg,enddate,life,duration,mastercode,age,lay,_merge,Total,experience,re_prod,n_voyage,l_re_prod,change_boat,stay_boat
AV11749,1,Pleiades : 1840-1842,"Wareham, MA",,,1840,1840 Aug 15,1842,1842,So,,NULL,0,0,2032,New Bedford,PPL,NULL,1,"1, 4, 6, 7, 12, 395",AM0052,"Allen, Albert",,,,,,,,,,AS2201,Pleiades,Bark,261,"Falmouth, ME",1828,"Sold to New Bedford, 1849",1-402,NULL,10670,2115,,2,1,1.05,.30000001,.31999999,.19,.2,.033457249,9,Matched (3),27310.08,25603.201,261,1849,21,2,40,,,both in master and using data,3,1,13655.04,1,,,
AV10025,1,Montezuma : 1843-1845,"Wareham, MA",,,1843,1843 Aug 26,1845,1845,L,AA1287,"Tobey, M. S. F.",800,500,100,New Bedford,,NULL,1,"1, 2, 4, 7, 395, 5",AM0052,"Allen, Albert",,,,,,,,,,AS0463,Montezuma,Bark / Brig,196,"Frankfort, ME",1838,"Lost in Gulf Stream, 1859",1-565,NULL,9134,453,,2,.63,.83999997,.345,.46000001,.35749999,.47999999,.077738516,22,Matched (3),19956,14965,196,1859,,2,40,,.0625,both in master and using data,3,2,9978,2,13655.04,1,
AV14006,1,Tobacco Plant : 1846-1849,"New Bedford, MA",,Pacific,1846,1846,1849,1849,B,AA1065,"Rodman, William R.",0,300,300,New Bedford,,NULL,1,"1, 2, 4, 7, 5",AM0052,"Allen, Albert",,,,,,,,,,AS0646,Tobacco Plant,Ship,271/270,New York,1818,"Burned at Honolulu, Nov 29, 1849; refitted for mer serv",2-623,NULL,12704,636,,3,.87875003,1.0599999,.33750001,.41,.34,.41,.062745102,16,Matched (3),18522,15324.75,270.5,1849,,3,40,,.05882353,both in master and using data,3,3,6174,3,9978,1,
AV02389,1,Caroline : 1818-,"New Bedford, MA",,,1818,1818,,,,,NULL,,,,New Bedford,,NULL,1,"1, 117",AM0053,"Allen, Alden",,,,,,,,,,AS0139,Caroline,Schr,,,1816,,,NULL,2178,139,,,.89999998,.61000001,.5,.34,.1,.07,.068965517,4,Matched (3),,,,1823,7,,41,,,both in master and using data,1,1,,1,,,
AV11790,1,Pocahontas : 1833-1834,"New Bedford, MA",,,1833,1833 Jun 18,1834,1834 Jun 3,C,,NULL,0,130,0,"New Bedford, MA",,NULL,1,"1, 15, 18, 4, 7, 5, 564",AM0054,"Allen, Bartlett",,"Aug 25, 1781","Chilmark, MA","Jan 29, 1872","Holmes Hole, MA",Lucy Fairbanks | Priscilla Dexter,,564,,AS0536,Pocahontas,Brig,142,"Saybrook, CT",1809,"Broken up, 1838",,NULL,10707,524,,1,.85000002,.88999999,.25999999,.27000001,.13,.14,.04812834,9,Matched (3),4859.3999,4641,142,1838,,1,42,,,both in master and using data,2,1,4859.3999,1,,,
AV11791,1,Pocahontas : 1834,"New Bedford, MA",,,1834,1834 Jun 29,1834,1834 Nov 29,C,,NULL,0,320,0,"New Bedford, MA",,NULL,1,"1, 4, 395, 5, 564",AM0054,"Allen, Bartlett",,"Aug 25, 1781","Chilmark, MA","Jan 29, 1872","Holmes Hole, MA",Lucy Fairbanks | Priscilla Dexter,,564,,AS0536,Pocahontas,Brig,142,"Saybrook, CT",1809,"Broken up, 1838",,NULL,10708,524,,0,.72500002,.81,.27500001,.31,.20999999,.23,.026881721,5,Matched (3),10886.4,9744,142,1838,,1,42,,,both in master and using data,2,2,10886.4,2,4859.3999,,1
AV08145,1,Lafayette : 1852-1856,"New Bedford, MA",,Pacific,1852,1852 Dec 25,1856,1856 Oct 19,B,AA0105,"Bartlett, Ivory H. & Sons",2500,1352,306,New Bedford,,NULL,1,"1, 4, 47, 5, 7, 395, 76, 533",AM0056,"Allen, Charles Edward",,"May 9, 1826","New Bedford, MA",,"New Bedford, MA",Hannah M. Farnham,1,"76, 533, 574, 591",,AS0389,Lafayette,Bark / Ship,342/310,"New York, NY",1824,"Capt and burned by Alabama, 1863",2-402,NULL,7422,380,,4,1.2375,1.41,.68167001,.76999998,.50749999,.57999998,.084269665,15,Matched (3),91411.477,80299.773,326,1863,,4,43,,.06666667,both in master and using data,6,1,22852.869,1,,,
AV02332,1,Canton Packet : 1857-1861,"New Bedford, MA",,Pacific,1857,1857 Jun 9,1861,1861 May 19,L,AA0105,"Bartlett, Ivory H. & Sons",0,1984,0,New Bedford,PPL,1,1,"1, 4, 6, 50, 7, 5, 76, 533",AM0056,"Allen, Charles Edward",,"May 9, 1826","New Bedford, MA",,"New Bedford, MA",Hannah M. Farnham,,"76, 533, 574, 591",,AS0088,Canton Packet,Bark,274/217,"Swansea, MA",1836,"Lost off Japan, Apr 3, 1867",3-39; 3-62,NULL,2130,88,24.19035,4,1.2833,1.16,.73250002,.66000003,.96749997,.87,.10472973,31,Matched (3),96660.477,106934.83,245.5,1867,,4,43,,,both in master and using data,6,2,24165.119,2,22852.869,1,
AV02334,1,Canton Packet : 1863-1867,"New Bedford, MA",,N Pacific,1863,1863 Dec 2,1867,1867 Apr 3,L,AA0105,"Bartlett, Ivory H. & Sons",21500,230,1480,New Bedford,NBW,NULL,1,"1, 4, 7, 210, 5, 481, 76, 533",AM0056,"Allen, Charles Edward",,"May 9, 1826","New Bedford, MA",,"New Bedford, MA",Hannah M. Farnham,,"76, 533, 574, 591",,AS0088,Canton Packet,Bark,274/217,"Swansea, MA",1836,"Lost off Japan, Apr 3, 1867",4-25,NULL,2132,88,,4,1.61,1.21,.95249999,.72000003,1.53,1.15,.095808387,16,Matched (3),81168.805,107655,245.5,1867,31,4,43,,,both in master and using data,6,3,20292.201,3,24165.119,,1
AV04838,1,Falcon : 1867-1871,"New Bedford, MA",,S Pacific,1867,1867,1871,1871,A,AA0733,"Knowles, Thomas & Co.",0,751,9,New Bedford,"KWM, NBW",NULL,1,"1, 4, 6, 69, 7, 5, 76, 533",AM0056,"Allen, Charles Edward",,"May 9, 1826","New Bedford, MA",,"New Bedford, MA",Hannah M. Farnham,,"76, 533, 574, 591",,AS0211,Falcon,Bark / Ship,273/286/285/271,"Medford, MA",1817,"abandoned as unfit, 1895",,NULL,4436,210,,4,2.2349999,1.38,.73250002,.44999999,1.175,.73000002,.082278483,13,Matched (3),43698.059,70773.25,278.75,1895,,4,43,,,both in master and using data,6,4,10924.515,4,20292.201,1,
AV13069,1,Sea Ranger : 1869-1874,"New Bedford, MA",,Pacific,1869,1869 Oct 19,1874,1874 May 17,L,AA0105,"Bartlett, Ivory H. & Sons",800,1210,170,New Bedford,"KWM, PPL, NBW",NULL,1,"1, 4, 6, 69, 5, 7, 481, 76, 533",AM0056,"Allen, Charles Edward",,"May 9, 1826","New Bedford, MA",,"New Bedford, MA",Hannah M. Farnham,1,"76, 533, 574, 591",,AS0638,Sea Ranger,Bark,366/273/259,"Mattapoisett, MA",1856,"Lost off Kayak Is, Alaska, May 24, 1893",4-287; 4-292; 4-366; 4-469,NULL,11882,628,,5,1.78,1.1799999,1.0175,.67000002,1.24,.81999999,.12162162,18,Matched (3),65407.398,98716.547,299.33334,1893,,5,43,,,both in master and using data,6,5,13081.479,5,10924.515,1,
AV00197,1,Acors Barns : 1872-1874,"New London, CT",,N Pacific,1872,1872,1874,1874,A,AA1364,Williams & Barnes,22740,235,1130,New London,,NULL,1,"1, 11, 4, 5, 65, 7, 434, 76, 533",AM0056,"Allen, Charles Edward",,"May 9, 1826","New Bedford, MA",,"New Bedford, MA",Hannah M. Farnham,,"76, 533, 574, 591",,AS0049,Acors Barns,Bark,296,"New London, CT",1866,Aband in Arctic,4-318,NULL,183,50,,2,1.4525,1.0700001,.65499997,.47999999,1.285,.94,.1875,18,Matched (3),54717.301,74643.375,296,1876,10,2,43,43,,both in master and using data,6,6,27358.65,6,13081.479,1,
AV01874,1,Black Eagle : 1860-1861,"New Bedford, MA",,Davis Straits,1860,1860 May 20,1861,1861 Nov 3,So,AA1274,"Thomas, S. & Co.",17800,0,1122,New Bedford,KWM,NULL,1,"1, 11, 4, 6, 7, 5, 395",AM0057,"Allen, Charles Edmund",,1829,Lebanon. CT,Mar 1883,at sea,Sarah E. Jefrey,,"11, 665, 751",,AS0078,Black Eagle,Bark,311/229,"Sag Harbor, NY",1851,"Sold to New Bedford, 1859; to Beverly for freighting, 1873",3-602,NULL,1708,78,,1,1.415,1.52,.495,.52999997,.80199999,.86000001,.069565214,16,Matched (3),40283.719,37601.98,270,1873,,1,44,,,both in master and using data,5,1,40283.719,1,,,
AV01875,1,Black Eagle : 1862-1863,"New Bedford, MA",,Cumberland Inlet,1862,1862 May 5,1863,1863 Sep 24,So,AA1274,"Thomas, S. & Co.",30000,0,1650,New Bedford,"KWM, NBW",1,1,"1, 11, 4, 6, 69, 7, 161, 275, 5",AM0057,"Allen, Charles Edmund",,1829,Lebanon. CT,Mar 1883,at sea,Sarah E. Jefrey,,"11, 665, 751",,AS0078,Black Eagle,Bark,311/229,"Sag Harbor, NY",1851,"Sold to New Bedford, 1859; to Beverly for freighting, 1873",3-602,NULL,1709,78,4.5318561,1,1.425,1.37,.59329998,.56999999,.81999999,.79000002,.17171717,34,Matched (3),63201,65715.688,270,1873,,1,44,,,both in master and using data,5,2,63201,2,40283.719,,1
AV10079,1,Morning Star : 1864-1865,"New Bedford, MA",,Hudson Bay,1864,1864 May 15,1865,1865 Oct 14,So,AA1274,"Thomas, S. & Co.",17900,0,1170,New Bedford,"NBW, PPL, KWM",NULL,1,"1, 11, 4, 6, 7, 161, 5, 395",AM0057,"Allen, Charles Edmund",,1829,Lebanon. CT,Mar 1883,at sea,Sarah E. Jefrey,,"11, 665, 751",,AS0478,Morning Star,Bark,305/238/239,"South Dartmouth, MA",1853,"Sold for a coal barge, 1914",4-144,NULL,9176,468,,1,1.78,.92000002,1.28,.66000003,1.8,.93000001,.11111111,18,Matched (3),49079.402,95119.195,260.66666,1914,,1,44,,,both in master and using data,5,3,49079.402,3,63201,1,
AV10080,1,Morning Star : 1866-1867,"New Bedford, MA",,Hudson Bay,1866,1866 Apr 18,1867,1867 Oct 31,So,AA1274,"Thomas, S. & Co.",12000,0,650,New Bedford,,NULL,1,"1, 11, 4, 7, 5, 395",AM0057,"Allen, Charles Edmund",,1829,Lebanon. CT,Mar 1883,at sea,Sarah E. Jefrey,,"11, 665, 751",,AS0478,Morning Star,Bark,305/238/239,"South Dartmouth, MA",1853,"Sold for a coal barge, 1914",4-144,NULL,9177,468,,1,2.55,1.47,1.21,.69999999,1.37,.79000002,.14399999,18,Matched (3),28590,49473,260.66666,1914,,1,44,,,both in master and using data,5,4,28590,4,49079.402,,1
AV07213,1,J. D. Thompson : 1868-1871,"New London, CT",,N Pacific,1868,1868,1871,1871 Sep 14,A,AA1364,Williams & Barnes,31829,82,2774,New London,,NULL,1,"1, 11, 4, 5, 65, 7, 66, 268, 434",AM0057,"Allen, Charles Edmund",,1829,Lebanon. CT,Mar 1883,at sea,Sarah E. Jefrey,,"11, 665, 751",,AS0345,J. D. Thompson,Bark,432/433,"New Bedford, MA",1855,,4-314; 4-325,NULL,6606,338,,3,1.92,1.22,.81999999,.51999998,1.025,.64999998,.11176471,19,Matched (3),85474.688,134773.77,432.5,1871,16,3,44,39,,both in master and using data,5,5,28491.563,5,28590,1,
AV02480,1,Catherwood : 1851-1853,"Westport, MA",,Atlantic,1851,1851 Jan 8,1853,1853 Jun 3,L,AA0835,"Mayhew, Thomas W.",0,561,6,"New Bedford, MA",,NULL,1,"1, 4, 7, 5, 395",AM0061,"Allen, David E.",,1823,"New Bedford, MA","Apr 5, 1891","New Bedford, MA",Harriet N Butler,,"533, 574, 591",,AS1057,Catherwood,Bark / Brig,199,"Duxbury, MA",1837,"Lost in the Galapagos, Nov 18, 1855",2-111,NULL,2262,1029,,2,1.2725,1.53,.453125,.55000001,.345,.41999999,.078291818,22,Matched (3),36188.461,30096.834,199,1855,,2,48,,.0625,both in master and using data,8,1,18094.23,1,,,
AV11740,1,Platina : 1857-1860,"Westport, MA",,Indian O,1857,1857 Jun 9,1860,1860 Apr 15,A,AA0589,"Hicks, Andrew",0,1295,3,"New Bedford, MA",,NULL,1,"1, 4, 47, 7, 395, 5, 76",AM0061,"Allen, David E.",,1823,"New Bedford, MA","Apr 5, 1891","New Bedford, MA",Harriet N Butler,1,"533, 574, 591",,AS0556,Platina,Bark / Ship,266/214,"Mattapoisett, MA",1847,"Aband and broken up, CVI, 1914",3-378,NULL,10661,543,,3,1.2833,1.16,.73250002,.66000003,.96749997,.87,.10472973,31,Matched (3),63175.559,69890.984,240,1914,,3,48,,,both in master and using data,8,2,21058.52,2,18094.23,1,
AV11741,1,Platina : 1860-1863,"Westport, MA",,Indian O,1860,1860 Aug 16,1863,1863 Dec 8,A,AA0589,"Hicks, Andrew",0,800,20,"New Bedford, MA",,NULL,1,"1, 4, 7, 5",AM0061,"Allen, David E.",,1823,"New Bedford, MA","Apr 5, 1891","New Bedford, MA",Harriet N Butler,,"533, 574, 591",,AS0556,Platina,Bark / Ship,266/214,"Mattapoisett, MA",1847,"Aband and broken up, CVI, 1914",3-378,NULL,10662,543,,3,1.415,1.52,.495,.52999997,.80199999,.86000001,.069565214,16,Matched (3),51517.199,47959.797,240,1914,,3,48,,,both in master and using data,8,3,17172.4,3,21058.52,,1
AV13039,1,Sea Fox : 1865-1867,"Westport, MA",,Indian O,1865,1865 May 24,1867,1867 May 2,So,AA0589,"Hicks, Andrew",0,1045,0,"New Bedford, MA",,NULL,1,"1, 4, 7, 395, 5",AM0061,"Allen, David E.",,1823,"New Bedford, MA","Apr 5, 1891","New Bedford, MA",Harriet N Butler,,"533, 574, 591",,AS0643,Sea Fox,Bark / Brig Or Bark,246/166/158,"New Bedford, MA",1851,"Sold foreign, 1890",4-261,NULL,11856,633,,2,2.25,1.22,1.45,.77999997,1.71,.92000002,.10344828,15,Matched (3),53545.801,98752.5,190,1890,,2,48,,,both in master and using data,8,4,26772.9,4,17172.4,1,
AV09622,1,Merlin : 1868-1872,"New Bedford, MA",,,1868,1868 Jun 22,1872,1872,L,AA1321,"Watkins, William",0,1147,0,New Bedford,KWM,NULL,1,"1, 4, 6, 69, 7, 5, 76",AM0061,"Allen, David E.",,1823,"New Bedford, MA","Apr 5, 1891","New Bedford, MA",Harriet N Butler,1,"533, 574, 591",,AS0479,Merlin,Bark,348/246,"Mattapoisett, MA",1856,"Lost, May 22, 1883",4-136; 4-435,NULL,8767,469,,4,1.92,1.22,.81999999,.51999998,1.025,.64999998,.11176471,19,Matched (3),58772.281,92494.078,297,1883,,4,48,,,both in master and using data,8,5,14693.07,5,26772.9,1,
AV13065,1,Sea Queen : 1873-1875,"Westport, MA",,Indian O,1873,1873 Jun 20,1875,1875 Aug 20,C,AA0589,"Hicks, Andrew",0,1210,80,"New Bedford, MA",KWM,NULL,1,"1, 4, 6, 7, 277, 5",AM0061,"Allen, David E.",,1823,"New Bedford, MA","Apr 5, 1891","New Bedford, MA",Harriet N Butler,,"533, 574, 591",,AS0705,Sea Queen,Brig / Brig Or Bark,261/263/195,"South Dartmouth, MA",1851,"Cond and sold at Mahe, 1888; broken up there",4-368,NULL,11878,694,,2,1.48,1.11,.62,.47,1.08,.81,.02739726,2,Matched (3),57989.402,77296.805,239.66667,1888,,2,48,,,both in master and using data,8,6,28994.701,6,14693.07,1,
AV09924,1,Minnesota : 1876-1879,"New Bedford, MA",,Indian O,1876,1876 Jul 11,1879,1879 Jun 27,C,AA0760,"Lewis, William",600,1150,70,New Bedford,"BL, SLU, NBW",NULL,1,"1, 13, 4, 6, 154, 111, 5",AM0061,"Allen, David E.",,1823,"New Bedford, MA","Apr 5, 1891","New Bedford, MA",Harriet N Butler,,"533, 574, 591",,AS1957,Minnesota,Bark,243,"Philadelphia, PA",1849,"Cond at Seychelles, 1882",,NULL,9042,1892,,3,1.405,1.28,.61000001,.55000001,2.1400001,1.95,.13043478,12,Matched (3),64611,70938.898,243,1882,33,3,48,,,both in master and using data,8,7,21537,7,28994.701,1,
AV04677,1,Eunice H. Adams  : 1880-1882,"New Bedford, MA",,N Pacific,1880,1880 Sep 27,1882,1882,C,AA0760,"Lewis, William",0,150,5,New Bedford,,NULL,1,"1, 13, 277, 5, 395",AM0061,"Allen, David E.",,1823,"New Bedford, MA","Apr 5, 1891","New Bedford, MA",Harriet N Butler,,"533, 574, 591",,AS0200,Eunice H. Adams,Brig / Schr,107,"Bristol, RI",1845,"Broken up at New Bedford, 1896",,NULL,4290,199,,2,.99000001,.99000001,.50999999,.50999999,2,2,.081632651,8,Matched (3),6344.1001,6344.1001,107,1896,,2,48,,,both in master and using data,8,8,3172.05,8,21537,1,
AV11739,1,Platina : 1853-1857,"Westport, MA",,Indian O,1853,1853 Oct 6,1857,1857 Feb 21,A,AA0589,"Hicks, Andrew",0,909,0,"New Bedford, MA",,NULL,1,"1, 4, 7, 395, 5",AM0061 ?,"Allen, David E.*** ?",L,1823,"New Bedford, MA","Apr 5, 1891","New Bedford, MA",Harriet N Butler,,"533, 574, 591",,AS0556,Platina,Bark / Ship,266/214,"Mattapoisett, MA",1847,"Aband and broken up, CVI, 1914",3-378,NULL,10660,543,,4,1.2474999,1.29,.58125001,.60000002,.345,.36000001,.074193545,23,Matched (3),49249.617,47627.055,240,1914,,4,49,,.071428575,both in master and using data,1,1,12312.404,1,,,
AV13659,1,Swift : 1824-1827,"New Bedford, MA",,Pacific,1824,1824,1827,1827,L,,NULL,0,2159,0,"New Bedford, MA",,NULL,1,"1, 2, 4, 395, 5, 256",AM0062,"Allen, David, Jr.",,,,,,,,,,AS0599,Swift,Ship,321,"New Bedford, MA",1805,"Lost off Rorotonga, July 15, 1863",,NULL,12413,589,,3,.45500001,.46000001,.30000001,.31,.13,.13,.072072074,8,Matched (3),41711.879,41258.492,321,1863,,3,50,,,both in master and using data,1,1,13903.96,1,,,
AV15572,1,William and Eliza : 1848-1852,"New Bedford, MA",,Pacific,1848,1848,1852,1852,L,,NULL,0,1461,23,New Bedford,"MSM, KWM",1,1,"1, 2, 4, 6, 5, 7, 395, 76",AM0065,"Allen, Francis",,,,,,Unknown,1,"76, 574",,AS0680,William and Eliza,Ship,321,"New Bedford, MA",1805,"Lost Fortuna (Futuna, Hoorn) Is, Aug 19, 1859",2-658,NULL,14158,670,21.463118,4,1.0033,1.22,.33000001,.40000001,.25400001,.31,.076335877,20,Matched (3),75248.039,61883.273,321,1859,,4,52,,.055555556,both in master and using data,2,1,18812.01,1,,,
AV00331,1,Afton : 1858-1862,"New Bedford, MA",,Pacific,1858,1858 Nov 13,1862,1862,So,AA1249,"Taber, F. & G. R.",0,738,2,New Bedford,PPL,NULL,1,"1, 4, 7, 97, 5, 395",AM0065,"Allen, Francis",,,,,,Unknown,,"76, 574",,AS0028,Afton,Bark,265/249/242,"Eastport, ME",1846,"Sold to New York, 1862",3-6; 3-15,NULL,311,30,,4,1.21,1.3,.54000002,.57999998,.92250001,.99000001,.11153846,29,Matched (3),40343.52,37550.52,252,1862,,4,52,,.071428575,both in master and using data,2,2,10085.88,2,18812.01,1,
AV10470,1,Niger : 1861-1865,"New Bedford, MA",,Pacific,1861,1861 May 20,1865,1865,C,AA0574,"Hathaway, William, Jr.",0,752,3,New Bedford,,NULL,1,"1, 4, 7, 395, 5",AM0066,"Allen, Francis J.**",D,1824,NB ?,"June 9, 1864","at sea, burial New Bedford, MMA",,,"12, 4, 591",,AS0496,Niger,Ship,437/412,"Mattapoisett, MA",1844,"Sold and broken up, 1896",3-228; 3-355; 3-451,NULL,9528,485,,4,1.3150001,1.48,.4425,.5,.66000003,.74000001,.052401748,12,Matched (3),46807.32,41588.719,424.5,1896,,4,53,,,both in master and using data,1,1,11701.83,1,,,
AV09646,1,Mermaid : 1876-1878,"Westport, MA",,Indian O,1876,1876 Jun 20,1878,1878 or 1879,L,AA0589,"Hicks, Andrew",0,1700,0,"New Bedford, MA",NHA,NULL,1,"1, 13, 4, 5, 210, 47",AM0068,"Allen, George E.",,c 1838,Westport ?,1888,,Jemima Gifford | Probably Almie J or J. Almie,,"12, 531, 574",,AS0704,Mermaid,Bark,330/326/273/260,"Westport, MA",1855,"Lost, Dutch Harbor, Oct, 1899",,NULL,8790,693,,2,1.405,1.28,.61000001,.55000001,2.1400001,1.95,.13043478,12,Matched (3),91392,100317,297.25,1899,,2,54,,,both in master and using data,4,1,45696,1,,,
AV09630,1,Mermaid : 1880-1882,"New Bedford, MA",,Atlantic O,1880,1880 May 31,1882,1882,L,AA0589,"Hicks, Andrew",0,830,0,New Bedford,KWM,NULL,1,"1, 13, 6, 69, 248, 395, 5, 76, 47",AM0068,"Allen, George E.***",L,c 1838,Westport ?,1888,,Jemima Gifford | Probably Almie J or J. Almie,1,"12, 531, 574",,AS0704,Mermaid,Bark,330/326/273/260,"Westport, MA",1855,"Lost, Dutch Harbor, Oct, 1899",,NULL,8775,693,,2,.99000001,.99000001,.50999999,.50999999,2,2,.081632651,8,Matched (3),34511.398,34511.398,297.25,1899,,2,54,,,both in master and using data,4,2,17255.699,2,45696,,1
AV09072,1,Mars : 1883-1884,"New Bedford, MA",,Pacific,1883,1883 Aug 20,1884,1884,,AA0760,"Lewis, William",4500,0,240,New Bedford,,NULL,1,"1, 13, 47",AM0068,"Allen, George E.",,c 1838,Westport ?,1888,,Jemima Gifford | Probably Almie J or J. Almie,,"12, 531, 574",,AS0456,Mars,Bark,270/256/252/243,"Newbury, MA",1823,"Withdr, 1894",,NULL,8278,446,,1,.97000003,.95999998,.54000002,.52999997,2.8699999,2.8399999,.065934069,6,Matched (3),18122.398,18358.199,255.25,1894,71,1,54,,,both in master and using data,4,3,18122.398,3,17255.699,1,
AV10794,1,Ohio : 1886-1887,"New Bedford, MA","New Bedford, MA",N Pacific,1886,1886 Jun 8,1887,1887 Nov 11,L,AA0015,"Allen, Gilbert",1500,0,60,New Bedford,,NULL,1,"1, 13, 110, 438, 5, 47",AM0068,"Allen, George E.",,c 1838,Westport ?,1888,,Jemima Gifford | Probably Almie J or J. Almie,,"12, 531, 574",,AS0517,Ohio,Bark,237/206/195,"Baltimore, MD",1830,"Lost Pt Hope, Alaska Oct 1888",,NULL,9804,506,,1,.745,.91000003,.33000001,.40000001,2.73,3.3299999,.039999999,4,Matched (3),6003,4926.6001,212.66667,1888,58,1,54,,,both in master and using data,4,4,6003,4,18122.398,1,
AV11963,1,President II : 1877-1881,"New Bedford, MA",,Atlantic,1877,1877 Sep 25,1881,1881 Jun 8,L,AA1307,"Tucker, John F.",1170,1040,370,New Bedford,"NBL, KWM",NULL,1,"1, 13, 6, 5, 395",AM0069,"Allen, George F.",,"Dec 22, 1847","New Bedford, MA","Sept 22, 1923","Nantucket, MA",Ila A.,,"533, 603",,AS0549,President II,Bark,180/123,"Mattapoisett, MA",1849,"Lost off Africa, May 8, 1904",,NULL,10870,537,,4,1.13,1.0700001,.51999998,.49000001,2.5,2.3599999,.09589041,7,Matched (3),57113.402,60364.199,151.5,1904,,4,55,,,both in master and using data,2,1,14278.351,1,,,
AV09625,1,Merlin : 1881-1883,"New Bedford, MA",,Atlantic,1881,1881 Nov 17,1883,1883,L,AA1307,"Tucker, John F.",,,,New Bedford,"KWM, NBW",NULL,1,"1, 13, 6, 5",AM0069,"Allen, George F.",,"Dec 22, 1847","New Bedford, MA","Sept 22, 1923","Nantucket, MA",Ila A.,,"533, 603",,AS0479,Merlin,Bark,348/246,"Mattapoisett, MA",1856,"Lost, May 22, 1883",,NULL,8770,469,,2,.88,.85000002,.47999999,.47,1.63,1.58,.10619469,12,Matched (3),,,297,1883,,2,55,,,both in master and using data,2,2,,2,14278.351,1,
AV07877,1,Joseph Meigs : 1850-1854,"New Bedford, MA",,"S Pacific, N Pacific",1850,1850,1854,1854,B,AA0665,"Hussey, George",0,1483,16,New Bedford,"YU, NBW",NULL,1,"1, 4, 6, 7, 5, 395",AM0070,"Allen, George Howland",,"Oct 19, 1825","New Bedford, MA","Nov 19, 1882","New Bedford, MA",,,"533, 591",,AS0334,Joseph Meigs,Ship,355/339,"Mattapoisett, MA",1842,"Burned, 1846; rebuilt for mer serv",2-359,NULL,7180,327,,4,1.207,1.4400001,.491,.57999998,.34400001,.41,.13095239,33,Matched (3),90081.602,75509.156,347,1861,19,4,56,,.055555556,both in master and using data,4,1,22520.4,1,,,
AV11925,1,President : 1855-1859,"New Bedford, MA",,Pacific,1855,1855 Oct 4,1859,1859 Jun 1,,AA1042,Richmond & Wood,0,1614,37,New Bedford,,NULL,1,"1, 4, 7, 395, 5",AM0070,"Allen, George H.",,"Oct 19, 1825","New Bedford, MA","Nov 19, 1882","New Bedford, MA",,,"533, 591",,AS0548,President,Bark / Ship,293/257,"Rochester, MA-Mattapoisett, MA",1811,Bought from Nant 1855,3-445,NULL,10838,536,,4,1.772,1.61,.713,.64999998,.45249999,.41,.12396694,30,Matched (3),110148.78,121228.34,275,1879,,4,56,,.071428575,both in master and using data,4,2,27537.195,2,22520.4,1,
AV08216,1,Lancer : 1860-1864,"New Bedford, MA",,Pacific,1860,1860 Aug 23,1864,1864,C,AA1044,"Richmond, Joshua",0,1699,0,New Bedford,,NULL,1,"1, 4, 7, 5, 395",AM0070,"Allen, George H.",,"Oct 19, 1825","New Bedford, MA","Nov 19, 1882","New Bedford, MA",,,"533, 591",,AS0391,Lancer,Bark / Ship,396/296/295/281,"Newburyport, MA",1852,"Cond and sold at Vladivostok, Apr, 1890",3-168; 3-438; 3-519,NULL,7483,382,,4,1.415,1.52,.495,.52999997,.80199999,.86000001,.069565214,16,Matched (3),108464.16,100971.57,317,1890,,4,56,,,both in master and using data,4,3,27116.039,3,27537.195,1,
AV10081,1,Morning Star : 1868-1872,"New Bedford, MA",,Pacific,1868,1868 Jun 30,1872,1872,So,AA0602,"Hitch, Charles C.",0,1546,0,New Bedford,PPL,NULL,1,"1, 4, 6, 7, 150, 5",AM0070,"Allen, George H.",,"Oct 19, 1825","New Bedford, MA","Nov 19, 1882","New Bedford, MA",,,"533, 591",,AS0478,Morning Star,Bark,305/238/239,"South Dartmouth, MA",1853,"Sold for a coal barge, 1914",4-144,NULL,9178,468,,4,1.92,1.22,.81999999,.51999998,1.025,.64999998,.11176471,19,Matched (3),79217.039,124669.44,260.66666,1914,,4,56,,,both in master and using data,4,4,19804.26,4,27116.039,1,
AV09069,1,Mars : 1869-1873,"New Bedford, MA",,Pacific,1869,1869 Jan 1,1873,1873,,AA0517,Gifford & Cummings,600,1919,70,New Bedford,NHA,NULL,1,"1, 2, 4, 6, 7",AM0072,"Allen, George W.",,"Dec 22, 1827",,"Aug 8, 1894","Nantucket, MA",,,561,,AS0456,Mars,Bark,270/256/252/243,"Newbury, MA",1823,"Withdr, 1894",4-126; 4-443,NULL,8275,446,,4,1.78,1.1799999,1.0175,.67000002,1.24,.81999999,.12162162,18,Matched (3),97567.438,147199.89,255.25,1894,,4,57,,,both in master and using data,2,1,24391.859,1,,,
